state,year,budget_context_variable,matching_grant_million_naira,amount_naira,split_group,model_ready_flag,source_file,source_sheet,source_note,cleaning_status,interim_note
Kebbi,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kebbi,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kebbi,2022,matching_grant_million_naira,1204.45235375,1204452353.75,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kogi,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kogi,2019,matching_grant_million_naira,1519.86407886,1519864078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kogi,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kogi,2022,matching_grant_million_naira,1204.45235375,1204452353.75,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kwara,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kwara,2019,matching_grant_million_naira,1519.74289016,1519742890.1599998,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kwara,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kwara,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Lagos,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Lagos,2019,matching_grant_million_naira,1519.74289016,1519742890.1599998,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Lagos,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Lagos,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Nasarawa,2018,matching_grant_million_naira,1473.83284521,1473832845.21,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Nasarawa,2019,matching_grant_million_naira,1519.88407816,1519884078.1599998,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Nasarawa,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Nasarawa,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Niger,2018,matching_grant_million_naira,1473.83284551,1473832845.51,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Niger,2019,matching_grant_million_naira,1519.86407886,1519864078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Niger,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Niger,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ogun,2018,matching_grant_million_naira,1473.83284521,1473832845.21,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ogun,2019,matching_grant_million_naira,1519.86407886,1519864078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ogun,2020,matching_grant_million_naira,0.0,0.0,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ogun,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ondo,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ondo,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ondo,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ondo,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Osun,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Osun,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Osun,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Osun,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Oyo,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Oyo,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Oyo,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Oyo,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Plateau,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Plateau,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Plateau,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Plateau,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Rivers,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Rivers,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Rivers,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Rivers,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Sokoto,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Sokoto,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Sokoto,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Sokoto,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Taraba,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Taraba,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Taraba,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Taraba,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Yobe,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Yobe,2019,matching_grant_million_naira,1519.83407868,1519834078.68,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Yobe,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Yobe,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Zamfara,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Zamfara,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Zamfara,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Zamfara,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
