state,year,budget_context_variable,matching_grant_million_naira,amount_naira,split_group,model_ready_flag,source_file,source_sheet,source_note,cleaning_status,interim_note
Bauchi,2018,matching_grant_million_naira,1473.8328392,1473832839.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Bauchi,2019,matching_grant_million_naira,1519.86407886,1519864078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Bauchi,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Bauchi,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Bayelsa,2018,matching_grant_million_naira,1473.83284521,1473832845.21,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Bayelsa,2019,matching_grant_million_naira,1519.86407886,1519864078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Bayelsa,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Bayelsa,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Benue,2018,matching_grant_million_naira,1473.8328392,1473832839.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Benue,2019,matching_grant_million_naira,1519.86407886,1519864078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Benue,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Benue,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Borno,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Borno,2019,matching_grant_million_naira,1519.8840788,1519884078.8,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Borno,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Borno,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Cross River,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Cross River,2019,matching_grant_million_naira,1519.86407886,1519864078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Cross River,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Cross River,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Delta,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Delta,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Delta,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Delta,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ebonyi,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ebonyi,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ebonyi,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ebonyi,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Edo,2018,matching_grant_million_naira,1473.83284521,1473832845.21,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Edo,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Edo,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Edo,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ekiti,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ekiti,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ekiti,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Ekiti,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Enugu,2018,matching_grant_million_naira,1473.83284521,1473832845.21,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Enugu,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Enugu,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Enugu,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
FCT,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
FCT,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
FCT,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
FCT,2022,matching_grant_million_naira,1204.45235375,1204452353.75,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Gombe,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Gombe,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Gombe,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Gombe,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Imo,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Imo,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Imo,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Imo,2022,matching_grant_million_naira,0.0,0.0,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Jigawa,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Jigawa,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Jigawa,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Jigawa,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kaduna,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kaduna,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kaduna,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kaduna,2022,matching_grant_million_naira,1204.45235376,1204452353.76,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kano,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kano,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kano,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kano,2022,matching_grant_million_naira,1204.45235412,1204452354.1200001,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Katsina,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Katsina,2019,matching_grant_million_naira,1519.88407886,1519884078.8600001,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Katsina,2020,matching_grant_million_naira,715.07413514,715074135.14,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Katsina,2022,matching_grant_million_naira,1204.45235375,1204452353.75,TEST_2022,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,2022 UBEC public school indicators with richer infrastructure fields,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
Kebbi,2018,matching_grant_million_naira,1473.8328452,1473832845.2,TRAIN_2018_2020,True,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear,Common 2018-2020 UBEC public school indicators,cleaned,"UBEC matching-grant allocation context extracted from model-ready workbook; retained as budget/allocation context, not a direct BENI input."
